antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones', '/robots.txt'})","frozenset({'/', '/web/sample-page/autoridades', '/web/area-de-concesion'})",0.003374015912025659,0.00420710626067397,0.0033323613945932438,0.9876543209876544,234.75858696980814,1.0,0.003318166551126147,80.65922439288578,0.9991113224107665,0.7843137254901961,0.9876021619656412,0.8898667644542233
"frozenset({'/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/', '/web/area-de-concesion', '/web/sample-page/delegaciones'})",0.003374015912025659,0.0038738701212146457,0.0033323613945932438,0.9876543209876544,254.9528740209744,1.0,0.003319290895163145,80.68621652018199,0.9994498662542841,0.8510638297872342,0.9876063094401029,0.9239346873755476
"frozenset({'/', '/web/area-de-concesion', '/web/sample-page/delegaciones', '/robots.txt'})","frozenset({'/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio'})",0.003374015912025659,0.004915233057025035,0.0033323613945932438,0.9876543209876544,200.937434609751,1.0,0.003315777320047527,80.60186612238134,0.9983919167432919,0.6722689075630254,0.9875933393591452,0.8328102113412847
"frozenset({'/web/area-de-concesion', '/web/sample-page/delegaciones', '/robots.txt'})","frozenset({'/', '/web/sample-page/marco-regulatorio'})",0.003374015912025659,0.007164576998375474,0.0033323613945932438,0.9876543209876544,137.85242606948034,1.0,0.003308187997797792,80.41966926313195,0.9961067457995487,0.46242774566474,0.9875652311286184,0.7263853000287109
"frozenset({'/web/area-de-concesion', '/web/sample-page/delegaciones', '/robots.txt'})","frozenset({'/', '/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio'})",0.003374015912025659,0.004831924022160203,0.0033323613945932438,0.9876543209876544,204.40187313750533,1.0,0.003316058406056776,80.6086141542054,0.9984765527041711,0.6837606837606838,0.9875943779645313,0.8386547467007237
"frozenset({'/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio'})",frozenset({'/'}),0.004915233057025035,0.22689215645436747,0.004831924022160203,0.983050847457627,4.3326788498100335,1.0,0.003716696194376,45.61336276919214,0.7729953621707293,0.021288309781611302,0.9780765999415546,0.5021734868828432
frozenset({'/web/page/2'}),frozenset({'/'}),0.0023326529762152707,0.22689215645436747,0.002290998458782855,0.982142857142857,4.328676991266489,1.0,0.0017617377947496738,43.29403923855504,0.7707804950258293,0.010095447870778268,0.9769021320812806,0.49612007920480466
"frozenset({'/web/area-de-concesion', '/web/sample-page/delegaciones'})","frozenset({'/', '/web/sample-page/autoridades'})",0.0038738701212146457,0.010913483567292872,0.0037905610863498145,0.9784946236559139,89.65923828285315,1.0,0.0037482836684401117,45.992523014120685,0.9926922203831128,0.34469696969696967,0.9782573354435681,0.6629114339653616
"frozenset({'/', '/web/area-de-concesion', '/web/sample-page/delegaciones'})",frozenset({'/web/sample-page/autoridades'}),0.0038738701212146457,0.013829299787561962,0.0037905610863498145,0.9784946236559139,70.75518201839616,1.0,0.003736988175105458,45.85693755987817,0.9897007316510537,0.27245508982035926,0.9781930487901805,0.6262955045990413
"frozenset({'/web/area-de-concesion', '/web/sample-page/delegaciones'})",frozenset({'/web/sample-page/autoridades'}),0.0038738701212146457,0.013829299787561962,0.0037905610863498145,0.9784946236559139,70.75518201839616,1.0,0.003736988175105458,45.85693755987817,0.9897007316510537,0.27245508982035926,0.9781930487901805,0.6262955045990413
"frozenset({'/web/area-de-concesion', '/robots.txt'})",frozenset({'/'}),0.003665597534052568,0.22689215645436747,0.003582288499187737,0.9772727272727274,4.307212477260211,1.0,0.002750593169992738,34.01674511600803,0.7706561972237698,0.01578271242429804,0.9706027135579939,0.49653061735400644
"frozenset({'/', '/web/sample-page/autoridades', '/web/area-de-concesion', '/robots.txt'})",frozenset({'/web/sample-page/delegaciones'}),0.0034573249468904904,0.006331486649727163,0.003374015912025659,0.9759036144578312,154.1349873176918,1.0,0.0033521259052806535,41.23724330403619,0.9969589915390507,0.525974025974026,0.9757500763902391,0.7543991756499683
"frozenset({'/robots.txt', '/web/sample-page/marco-regulatorio'})",frozenset({'/web/sample-page/delegaciones'}),0.0034573249468904904,0.006331486649727163,0.003374015912025659,0.9759036144578312,154.1349873176918,1.0,0.0033521259052806535,41.23724330403619,0.9969589915390507,0.525974025974026,0.9757500763902391,0.7543991756499683
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})",frozenset({'/web/sample-page/autoridades'}),0.0034573249468904904,0.013829299787561962,0.003374015912025659,0.9759036144578312,70.56782551894324,1.0,0.003326203528872094,40.926084058816045,0.9892493926239676,0.24251497005988024,0.9755657052709252,0.6099397590361445
"frozenset({'/', '/web/sample-page/autoridades', '/web/sample-page/delegaciones', '/robots.txt'})","frozenset({'/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})",0.0034156704294580746,0.004082142708376723,0.0033323613945932438,0.9756097560975611,238.994524639124,1.0,0.0033184181404554134,40.832632148956705,0.9992288401253919,0.8000000000000002,0.9755097835390083,0.895968143354903
"frozenset({'/', '/web/sample-page/delegaciones', '/robots.txt'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.0034156704294580746,0.008289248969050693,0.0033323613945932438,0.9756097560975611,117.69579605343795,1.0,0.0033040480520072414,40.66014079226907,0.994901776384535,0.3980099502487563,0.9754058893915553,0.6888099031744087
"frozenset({'/', '/robots.txt', '/web/sample-page/delegaciones'})","frozenset({'/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio'})",0.0034156704294580746,0.004915233057025035,0.0033323613945932438,0.9756097560975611,198.4869780901199,1.0,0.0033155725783864686,40.798475444662124,0.9983719958202718,0.6666666666666667,0.9754892801973355,0.8267879288962381
"frozenset({'/web/sample-page/autoridades', '/web/sample-page/delegaciones', '/robots.txt'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.0034156704294580746,0.008289248969050693,0.0033323613945932438,0.9756097560975611,117.69579605343795,1.0,0.0033040480520072414,40.66014079226907,0.994901776384535,0.3980099502487563,0.9754058893915553,0.6888099031744087
"frozenset({'/', '/robots.txt', '/web/sample-page/delegaciones'})","frozenset({'/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})",0.0034156704294580746,0.004082142708376723,0.0033323613945932438,0.9756097560975611,238.994524639124,1.0,0.0033184181404554134,40.832632148956705,0.9992288401253919,0.8000000000000002,0.9755097835390083,0.895968143354903
"frozenset({'/web/sample-page/autoridades', '/web/sample-page/delegaciones', '/robots.txt'})","frozenset({'/', '/web/sample-page/marco-regulatorio'})",0.0034156704294580746,0.007164576998375474,0.0033323613945932438,0.9756097560975611,136.17129892229156,1.0,0.0033078895608003173,40.70625234306676,0.9960585161964474,0.45977011494252873,0.9754337493028802,0.7203630175836643
"frozenset({'/', '/web/sample-page/autoridades', '/web/sample-page/delegaciones', '/robots.txt'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.0034156704294580746,0.008289248969050693,0.0033323613945932438,0.9756097560975611,117.69579605343795,1.0,0.0033040480520072414,40.66014079226907,0.994901776384535,0.3980099502487563,0.9754058893915553,0.6888099031744087
"frozenset({'/web/sample-page/autoridades', '/web/sample-page/delegaciones', '/robots.txt'})","frozenset({'/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})",0.0034156704294580746,0.004082142708376723,0.0033323613945932438,0.9756097560975611,238.994524639124,1.0,0.0033184181404554134,40.832632148956705,0.9992288401253919,0.8000000000000002,0.9755097835390083,0.895968143354903
"frozenset({'/', '/robots.txt', '/web/sample-page/delegaciones'})","frozenset({'/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})",0.0034156704294580746,0.0038738701212146457,0.0033323613945932438,0.9756097560975611,251.84369263047472,1.0,0.0033191295309726496,40.84117132503035,0.9994430512016719,0.842105263157895,0.9755149040158129,0.917912404930501
"frozenset({'/web/sample-page/autoridades', '/web/sample-page/delegaciones', '/robots.txt'})","frozenset({'/', '/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})",0.0034156704294580746,0.004040488190944308,0.0033323613945932438,0.9756097560975611,241.4583857178778,1.0,0.0033185604185588607,40.834339984171436,0.9992716823406479,0.8080808080808081,0.9755108078056942,0.9001760120693991
"frozenset({'/web/buscador-de-resoluciones', '/web/resolucion-epre-n-13-2023expte-epre-n-30-2023'})",frozenset({'/'}),0.002582580080809764,0.22689215645436747,0.0024992710459449327,0.9677419354838709,4.265206654151146,1.0,0.0019133038821939107,23.966343149914547,0.767526971531983,0.011011194714626537,0.9582748192436039,0.48937858661470945
"frozenset({'/', '/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})",frozenset({'/web/area-de-concesion'}),0.0038322156037822303,0.01037197484067147,0.0037072520514849837,0.967391304347826,93.26973109830627,1.0,0.0036675044076585257,30.34859277155271,0.9930841204922866,0.3531746031746032,0.9670495430372195,0.6624105116116641
"frozenset({'/', '/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})",frozenset({'/web/sample-page/autoridades'}),0.0038322156037822303,0.013829299787561962,0.0037072520514849837,0.967391304347826,69.95229832372969,1.0,0.0036542551930497063,30.242568139848068,0.9894965079976602,0.2656716417910448,0.9669340250677195,0.6177317967522262
"frozenset({'/web/sample-page/delegaciones', '/web/sample-page/autoridades', '/web/area-de-concesion'})","frozenset({'/', '/web/sample-page/marco-regulatorio'})",0.0037905610863498145,0.007164576998375474,0.003665597534052568,0.967032967032967,134.97418860209558,1.0,0.003638439767282369,30.116007831049284,0.9963679697121743,0.5028571428571428,0.9667950677390577,0.7393304370048556
"frozenset({'/', '/web/sample-page/delegaciones', '/web/sample-page/autoridades', '/web/area-de-concesion'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.0037905610863498145,0.008289248969050693,0.003665597534052568,0.967032967032967,116.66110773648462,1.0,0.003634176629475419,30.081892781272135,0.9952005314053733,0.43564356435643564,0.9667574109358383,0.7046220111546745
"frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion', '/web/sample-page/delegaciones'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.0037905610863498145,0.008289248969050693,0.003665597534052568,0.967032967032967,116.66110773648462,1.0,0.003634176629475419,30.081892781272135,0.9952005314053733,0.43564356435643564,0.9667574109358383,0.7046220111546745
"frozenset({'/', '/web/area-de-concesion', '/robots.txt'})",frozenset({'/web/sample-page/autoridades'}),0.003582288499187737,0.013829299787561962,0.0034573249468904904,0.9651162790697675,69.78779069767442,1.0,0.003407784405309688,28.27022673942326,0.9892144977216673,0.24776119402985075,0.9646270965840722,0.6075581395348837
"frozenset({'/robots.txt', '/web/sample-page/delegaciones'})","frozenset({'/', '/web/sample-page/autoridades'})",0.003540633981755321,0.010913483567292872,0.0034156704294580746,0.9647058823529412,88.39577907498878,1.0,0.003377029778680389,28.02411796559338,0.9922002606030573,0.30943396226415093,0.9643164505220914,0.6388414907947912
"frozenset({'/robots.txt', '/web/sample-page/delegaciones'})",frozenset({'/web/sample-page/autoridades'}),0.003540633981755321,0.013829299787561962,0.0034156704294580746,0.9647058823529412,69.75811481218993,1.0,0.003366705940686351,27.941503172685756,0.9891670286153575,0.24477611940298502,0.9642109447791788,0.6058469170800851
"frozenset({'/robots.txt', '/web/sample-page/delegaciones'})",frozenset({'/'}),0.003540633981755321,0.22689215645436747,0.0034156704294580746,0.9647058823529412,4.251825613667535,1.0,0.002612328350121996,21.90472223379293,0.7675244340855748,0.015045871559633026,0.9543477434077079,0.4898800203025951
"frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion', '/robots.txt'})",frozenset({'/web/sample-page/delegaciones'}),0.003498979464322906,0.006331486649727163,0.003374015912025659,0.9642857142857143,152.3000469924812,1.0,0.003351862170259629,27.822718373807653,0.9969222242348522,0.5225806451612904,0.9640581489355331,0.7485902255639099
"frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion', '/robots.txt'})","frozenset({'/', '/web/sample-page/delegaciones'})",0.003498979464322906,0.0052901237139167745,0.003374015912025659,0.9642857142857143,182.28037120359954,1.0,0.003355505877786937,27.85187653601034,0.9980059480958198,0.6230769230769232,0.9640957765015554,0.8010404949381327
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/', '/web/area-de-concesion'})",0.0034573249468904904,0.005498396301078852,0.0033323613945932438,0.963855421686747,175.29755385177072,1.0,0.0033133516518936337,27.51454436900348,0.9977449423173383,0.5925925925925927,0.9636555856935596,0.7849580138736765
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/', '/web/sample-page/autoridades'})",0.0034573249468904904,0.010913483567292872,0.0033323613945932438,0.963855421686747,88.31785155890739,1.0,0.0032946299355985625,27.36472695463823,0.9921072981106838,0.30188679245283023,0.9634566059563586,0.6345994665685644
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})",frozenset({'/'}),0.0034573249468904904,0.22689215645436747,0.0033323613945932438,0.963855421686747,4.248077310158571,1.0,0.002547921481829779,21.389317004762496,0.7672520272529678,0.014678899082568808,0.95324768903199,0.4892712026737388
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/web/sample-page/autoridades', '/web/sample-page/delegaciones'})",0.0034573249468904904,0.004332069812971216,0.0033323613945932438,0.963855421686747,222.49304911955517,1.0,0.003317384021557187,27.54681273517446,0.9989592041464638,0.7476635514018694,0.963698159579707,0.8665430954587581
"frozenset({'/robots.txt', '/web/sample-page/marco-regulatorio'})",frozenset({'/web/area-de-concesion'}),0.0034573249468904904,0.01037197484067147,0.0033323613945932438,0.963855421686747,92.92882372864953,1.0,0.00329650210722807,27.379708696074754,0.9926710625313493,0.3174603174603175,0.9634766019207734,0.642570281124498
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/', '/web/area-de-concesion', '/web/sample-page/delegaciones'})",0.0034573249468904904,0.0038738701212146457,0.0033323613945932438,0.963855421686747,248.809431273481,1.0,0.0033189681667821548,27.559489593313057,0.9994362355793346,0.8333333333333334,0.9637148577583731,0.912035237725094
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/', '/web/sample-page/autoridades', '/web/sample-page/delegaciones'})",0.0034573249468904904,0.004332069812971216,0.0033323613945932438,0.963855421686747,222.49304911955517,1.0,0.003317384021557187,27.54681273517446,0.9989592041464638,0.7476635514018694,0.963698159579707,0.8665430954587581
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/', '/web/sample-page/delegaciones', '/web/sample-page/autoridades', '/web/area-de-concesion'})",0.0034573249468904904,0.0037905610863498145,0.0033323613945932438,0.963855421686747,254.27777042234874,1.0,0.003319256193186694,27.561794476610984,0.9995229685671292,0.8510638297872342,0.9637178921405642,0.921488150403813
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion'})",0.0034573249468904904,0.004248760778106386,0.0033323613945932438,0.963855421686747,226.85565792582094,1.0,0.003317672047961727,27.549117618472383,0.9990459371342585,0.761904761904762,0.9637011967552284,0.8740845735884715
"frozenset({'/robots.txt', '/web/sample-page/marco-regulatorio'})","frozenset({'/web/area-de-concesion', '/web/sample-page/delegaciones'})",0.0034573249468904904,0.0038738701212146457,0.0033323613945932438,0.963855421686747,248.809431273481,1.0,0.0033189681667821548,27.559489593313057,0.9994362355793346,0.8333333333333334,0.9637148577583731,0.912035237725094
"frozenset({'/', '/web/sample-page/autoridades', '/web/area-de-concesion', '/robots.txt'})","frozenset({'/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})",0.0034573249468904904,0.0038738701212146457,0.0033323613945932438,0.963855421686747,248.809431273481,1.0,0.0033189681667821548,27.559489593313057,0.9994362355793346,0.8333333333333334,0.9637148577583731,0.912035237725094
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/', '/web/sample-page/autoridades', '/web/area-de-concesion'})",0.0034573249468904904,0.00420710626067397,0.0033323613945932438,0.963855421686747,229.10175354884888,1.0,0.0033178160611639965,27.55027006012135,0.9990893036281558,0.7692307692307695,0.9637027151524192,0.8779673148037695
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/web/sample-page/delegaciones', '/web/sample-page/autoridades', '/web/area-de-concesion'})",0.0034573249468904904,0.0037905610863498145,0.0033323613945932438,0.963855421686747,254.27777042234874,1.0,0.003319256193186694,27.561794476610984,0.9995229685671292,0.8510638297872342,0.9637178921405642,0.921488150403813
"frozenset({'/', '/web/sample-page/autoridades', '/web/area-de-concesion', '/robots.txt'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.0034573249468904904,0.008289248969050693,0.0033323613945932438,0.963855421686747,116.27777441423989,1.0,0.0033037027673415587,27.437330778522927,0.9948393872262165,0.39603960396039606,0.9635533059657987,0.6829327359690016
"frozenset({'/web/sample-page/marco-regulatorio', '/robots.txt'})","frozenset({'/', '/web/sample-page/delegaciones'})",0.0034573249468904904,0.0052901237139167745,0.0033323613945932438,0.963855421686747,182.1990323498719,1.0,0.0033140717179049825,27.5203065772483,0.997961774786825,0.6153846153846155,0.96366319549555,0.7968883407646333
"frozenset({'/', '/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})",frozenset({'/web/sample-page/autoridades'}),0.004040488190944308,0.013829299787561962,0.0038738701212146457,0.9587628865979381,69.3283753570985,1.0,0.0038179929987339728,23.91463948015158,0.9895742547096413,0.27678571428571425,0.9581846090203463,0.6194416842628244
"frozenset({'/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})","frozenset({'/', '/web/sample-page/autoridades'})",0.0038738701212146457,0.010913483567292872,0.0037072520514849837,0.956989247311828,87.6887055733399,1.0,0.003664974633575281,22.996261507060463,0.9924406088107856,0.3345864661654136,0.9565146708871365,0.6483419519001888
"frozenset({'/web/area-de-concesion', '/web/sample-page/delegaciones'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.0038738701212146457,0.008289248969050693,0.0037072520514849837,0.956989247311828,115.44945155886963,1.0,0.0036751405775764688,23.05727496146959,0.9951934506889387,0.4384236453201971,0.95662974043242,0.7021127141081753
"frozenset({'/web/area-de-concesion', '/web/sample-page/delegaciones'})","frozenset({'/', '/web/sample-page/marco-regulatorio'})",0.0038738701212146457,0.007164576998375474,0.0037072520514849837,0.956989247311828,133.57233058264566,1.0,0.003679497410719835,23.08342358478779,0.9963732400652902,0.5056818181818182,0.9566788697384122,0.7372155538884722
"frozenset({'/', '/web/area-de-concesion', '/web/sample-page/delegaciones'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.0038738701212146457,0.008289248969050693,0.0037072520514849837,0.956989247311828,115.44945155886963,1.0,0.0036751405775764688,23.05727496146959,0.9951934506889387,0.4384236453201971,0.95662974043242,0.7021127141081753
"frozenset({'/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})",frozenset({'/web/area-de-concesion'}),0.0038738701212146457,0.01037197484067147,0.0037072520514849837,0.956989247311828,92.26683076391588,1.0,0.0036670723680517162,23.00885158495441,0.9930086555475472,0.35177865612648224,0.9565384653680888,0.657209483093665
"frozenset({'/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})","frozenset({'/', '/web/area-de-concesion'})",0.0038738701212146457,0.005498396301078852,0.0037072520514849837,0.956989247311828,174.0487943955686,1.0,0.003685951978339637,23.122162285999938,0.9981210761784033,0.6544117647058825,0.9567514496425154,0.8156158357771262
"frozenset({'/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})",frozenset({'/web/sample-page/autoridades'}),0.0038738701212146457,0.013829299787561962,0.0037072520514849837,0.956989247311828,69.2001230729369,1.0,0.0036536791402406272,22.928468779939205,0.9893818956128374,0.2648809523809524,0.9563860975803613,0.6125307682342273
"frozenset({'/', '/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})","frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion'})",0.0038322156037822303,0.004248760778106386,0.003665597534052568,0.9565217391304347,225.12958226768967,1.0,0.0036493153667019706,22.90227850210351,0.9993879839583373,0.8301886792452827,0.9563362221838254,0.9096334185848252
"frozenset({'/web/area-de-concesion', '/robots.txt'})",frozenset({'/web/sample-page/autoridades'}),0.003665597534052568,0.013829299787561962,0.003498979464322906,0.9545454545454546,69.02341182913472,1.0,0.003448286817123945,21.695755404673655,0.9891379437347079,0.25,0.9539080349428819,0.6037787513691129
"frozenset({'/', '/web/sample-page/autoridades', '/robots.txt'})",frozenset({'/web/area-de-concesion'}),0.0036239430166201524,0.01037197484067147,0.0034573249468904904,0.9540229885057472,91.9808429118774,1.0,0.003419737501098079,21.524409547215424,0.9927257525083613,0.3280632411067194,0.953541118152095,0.6436781609195403
"frozenset({'/robots.txt', '/web/sample-page/delegaciones'})","frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion'})",0.003540633981755321,0.004248760778106386,0.003374015912025659,0.9529411764705883,224.28685121107267,1.0,0.0033589726052343466,21.159713833465265,0.999078796211143,0.7641509433962265,0.9527403816577876,0.8735294117647059
"frozenset({'/robots.txt', '/web/sample-page/delegaciones'})","frozenset({'/', '/web/area-de-concesion'})",0.003540633981755321,0.005498396301078852,0.003374015912025659,0.9529411764705883,173.3125668449198,1.0,0.0033545481032369014,21.133159078602098,0.9977627907984901,0.5955882352941178,0.9526809978441639,0.783288770053476
"frozenset({'/robots.txt', '/web/sample-page/delegaciones'})","frozenset({'/', '/web/sample-page/autoridades', '/web/area-de-concesion'})",0.003540633981755321,0.00420710626067397,0.003374015912025659,0.9529411764705883,226.50751310425164,1.0,0.0033591200886342616,21.160598991960704,0.9991226630582315,0.7714285714285715,0.9527423585513851,0.8774606872451951
"frozenset({'/robots.txt', '/web/sample-page/delegaciones'})",frozenset({'/web/area-de-concesion'}),0.003540633981755321,0.01037197484067147,0.003374015912025659,0.9529411764705883,91.87654145995748,1.0,0.0033372925454468664,21.029595534635757,0.992630369689144,0.32015810276679846,0.9524479679909678,0.6391211906449327
"frozenset({'/robots.txt', '/web/sample-page/delegaciones'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.003540633981755321,0.008289248969050693,0.003374015912025659,0.9529411764705883,114.9610996157257,1.0,0.003344666715442608,21.073853459407697,0.9948237120435655,0.3990147783251232,0.952547833649589,0.6799881761749926
"frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion', '/robots.txt'})","frozenset({'/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})",0.003498979464322906,0.0038738701212146457,0.0033323613945932438,0.9523809523809524,245.84741423451104,1.0,0.0033188068025916595,20.918648727454517,0.9994294193872004,0.8247422680412373,0.9521957649832535,0.9062980030721967
"frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion', '/robots.txt'})","frozenset({'/', '/web/sample-page/marco-regulatorio'})",0.003498979464322906,0.007164576998375474,0.0033323613945932438,0.9523809523809524,132.92912513842748,1.0,0.0033072926868053677,20.84954388303414,0.995962044894035,0.45454545454545453,0.9520373200675278,0.70874861572536
"frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion', '/robots.txt'})",frozenset({'/web/sample-page/marco-regulatorio'}),0.003498979464322906,0.008289248969050693,0.0033323613945932438,0.9523809523809524,114.89351519502274,1.0,0.0033033574826758757,20.82592577164996,0.994776992852067,0.394088669950739,0.9519829269073221,0.6771955013161044
"frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion', '/robots.txt'})","frozenset({'/', '/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})",0.003498979464322906,0.0038322156037822303,0.0033323613945932438,0.9523809523809524,248.51966873706004,1.0,0.003318952550892752,20.9195234723206,0.9994733102035698,0.8333333333333334,0.9521977639058969,0.9109730848861284
"frozenset({'/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})","frozenset({'/', '/web/sample-page/autoridades'})",0.004082142708376723,0.010913483567292872,0.0038738701212146457,0.9489795918367347,86.95478267642936,1.0,0.003829319723847432,19.38609572208108,0.9925515069009421,0.34831460674157305,0.9484166376594858,0.6519707119489018
"frozenset({'/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})",frozenset({'/web/sample-page/autoridades'}),0.004082142708376723,0.013829299787561962,0.0038738701212146457,0.9489795918367347,68.62094295549545,1.0,0.0038174169459248937,19.328945724163805,0.9894663322445275,0.27596439169139464,0.9482641208542552,0.6145500368822228
"frozenset({'/', '/web/area-de-concesion', '/web/sample-page/delegaciones'})","frozenset({'/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio'})",0.0038738701212146457,0.004915233057025035,0.003665597534052568,0.9462365591397849,192.51102606160012,1.0,0.0036465565595741522,18.508576665139312,0.9986742265846557,0.7154471544715447,0.9459709939833738,0.8459996355020958
"frozenset({'/web/area-de-concesion', '/web/sample-page/delegaciones'})","frozenset({'/', '/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio'})",0.0038738701212146457,0.004831924022160203,0.003665597534052568,0.9462365591397849,195.83018168335187,1.0,0.003646879287955142,18.5101262131878,0.9987626114790118,0.7272727272727271,0.9459755169423136,0.8524286243974786
"frozenset({'/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})","frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion'})",0.0038738701212146457,0.004248760778106386,0.003665597534052568,0.9462365591397849,222.7088340712629,1.0,0.003649138386622073,18.5209730495272,0.999381305739506,0.8224299065420559,0.9460071564638701,0.9044908285895003
"frozenset({'/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})","frozenset({'/', '/web/sample-page/delegaciones'})",0.0038738701212146457,0.0052901237139167745,0.003665597534052568,0.9462365591397849,178.86851240369145,1.0,0.0036451042818596967,18.501603698921127,0.9982764945600523,0.6666666666666664,0.945950631292664,0.8195749724832782
"frozenset({'/web/sample-page/autoridades', '/web/area-de-concesion', '/web/sample-page/marco-regulatorio'})",frozenset({'/web/sample-page/delegaciones'}),0.0038738701212146457,0.006331486649727163,0.003665597534052568,0.9462365591397849,149.44934917940012,1.0,0.0036410701770973205,18.482234348315053,0.9971716833805987,0.5605095541401273,0.9458939876448885,0.7625919637804188
"frozenset({'/web/area-de-concesion', '/web/sample-page/delegaciones'})","frozenset({'/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio'})",0.0038738701212146457,0.004915233057025035,0.003665597534052568,0.9462365591397849,192.51102606160012,1.0,0.0036465565595741522,18.508576665139312,0.9986742265846557,0.7154471544715447,0.9459709939833738,0.8459996355020958
"frozenset({'/', '/web/sample-page/autoridades', '/web/sample-page/marco-regulatorio', '/web/area-de-concesion'})",frozenset({'/web/sample-page/delegaciones'}),0.0038738701212146457,0.006331486649727163,0.003665597534052568,0.9462365591397849,149.44934917940012,1.0,0.0036410701770973205,18.482234348315053,0.9971716833805987,0.5605095541401273,0.9458939876448885,0.7625919637804188
"frozenset({'/web/sample-page/marco-regulatorio', '/web/sample-page/delegaciones'})","frozenset({'/', '/web/sample-page/autoridades', '/web/area-de-concesion'})",0.0038738701212146457,0.00420710626067397,0.003665597534052568,0.9462365591397849,224.91387203236454,1.0,0.003649299750812568,18.521747823551443,0.999425498186684,0.8301886792452831,0.946009415011663,0.9087618439263281
"frozenset({'/web/area-de-concesion', '/robots.txt'})","frozenset({'/', '/web/sample-page/autoridades'})",0.003665597534052568,0.010913483567292872,0.0034573249468904904,0.9431818181818182,86.42353400416378,1.0,0.0034173205084382986,17.407922689215663,0.9920655908470204,0.3108614232209738,0.9425548919389729,0.6299878556557946
